Full Entry,Hansi,Pinyin,OC,PoS,Definitions,MC_BS,MC_Pretty,BS_Gloss,Order
"長 cháng, *draŋ, [< 張, 57.8], vst, 1 ‘be long, tall; long-lasting, old’, a itr: 蓋帝堯 長，帝舜短，文王長，周公短，仲尼 長，子弓短 (Xun 5); 陰陽長短 (Li 24); 日有短長，月有死生 (Sun 6); b comp: 福莫長於無禍 (Xun 1); 今亂而無責，則亂愈長矣 (Lü 17.3); c mod: 人皆 謂之長人而異之(SJ 47); 吳為封豕長蛇 (Zuo 11.4); 2 adv: 君長有齊，奚以薛為 (HFei 23). Ant. 短 [111.7].",長,cháng,*draŋ,"vst [< 張 57.8], ","1 ‘be long, tall; long-lasting, old’, a itr: 蓋帝堯 長，帝舜短，文王長，周公短，仲尼 長，子弓短(Xun 5); 陰陽長短 (Li 24); 日有短長，月有死生 (Sun 6); b comp: 福莫長於無禍 (Xun 1); 今亂而無 責，則亂愈長矣 (Lü 17.3); c mod: 人皆 謂之長人而異之 (SJ 47); 吳為封豕長蛇 (Zuo 11.4); 2 adv: 君長有齊，奚以薛為 (HFei 23). Ant. 短 [111.7].",drjang,ḍȷāng,long (adj.),71541
"長 zhǎng, *traŋʔ, [< 張, 57.8], vi, 1 ‘grow (long/old)’, a itr: 禽獸成群，草木遂長 (Zhuang 9); 予助苗長矣 (Meng 2A2); b caus: 勝如卵，余翼而長之 (Zuo 12.16); 2 nc, ‘growth, development’: 六畜皆得其 長 (Xun 9).",長,zhǎng,*traŋʔ,vi [< 張57.8],"1 ‘grow (long/old)’, a itr: 禽獸成群，草木遂長(Zhuang 9); 予助苗長矣 (Meng 2A2); b caus: 勝如卵，余翼而長之 (Zuo 12.16); 2 nc, ‘growth, development’: 六畜皆得其 長 (Xun 9).",trjangX,ṭȷáng,grow; elder,71541
"長 zhǎng, *traŋʔ, vst, 1 ‘be old, senior’, a itr: 齊侯長矣(GY 10.1); 太后春秋長 (SJ 51); b caus: 彼長而我長之(Meng 6A4); c comp: 以吾一日長乎爾， 毋吾以也 (LY 11.24); 鄉人長於伯兄一歲 (Meng 6A5); d mod: 長子死焉(Meng 1A5); e pseudo-tr, ‘be superior to, preside over’: 天帝 令我長百獸 (XX 2.4); 2 nc, ‘elder one, senior; leader’: 長幼有序，朋友有信 (Meng 3A4); 君行仁政， 斯民親其上， 死其長矣 (Meng 1B12). Ant. 幼 [52.2].",長,zhǎng,*traŋʔ,vst,"1 ‘be old, senior’, a itr: 齊侯長矣 (GY 10.1); 太后春秋長(SJ 51); b caus: 彼長而我長之 (Meng 6A4); c comp: 以吾一日長乎爾， 毋吾以也 (LY 11.24); 鄉人長於伯兄一歲(Meng 6A5); d mod: 長子死焉 (Meng 1A5); e pseudo-tr, ‘be superior to, preside over’: 天帝 令我長百獸 (XX 2.4); 2 nc, ‘elder one, senior; leader’: 長幼有序，朋友有信 (Meng 3A4); 君行仁政， 斯民親其上， 死其長矣(Meng 1B12). Ant. 幼 [52.2].",trjangX,ṭȷáng,grow; elder,71541
"男 nán, *nəm̂ , nc, 1 ‘man; boy’: 男女居 室，人之大倫也(Meng 5A2); ant. 女 [38.0]; 2 lowest of the five aristocratic ranks of the Zhou, ‘baron’: 王者之制祿 爵，公侯伯子男，凡五等 (Li 5). Cf. Box 15.",男,nán,*nəm̂,nc,"1 ‘man; boy’: 男女居 室，人之大倫也 (Meng 5A2); ant. 女 [38.0]; 2 lowest of the five aristocratic ranks of the Zhou, ‘baron’: 王者之制祿 爵，公侯伯子男，凡五等 (Li 5). Cf. Box 15.",nom,nōm,"man, male",72115
"倫 lún, *run, nc, ‘kind, class, category; natural relations’: 男女居室，人之大倫也 (Meng 5A2); 眾異不得相蔽以亂其倫 也 (Xun 21). Note: The 五倫, ‘five relations’, between father and son, ruler and minister, husband and wife, old and young, comrades and friends, respectively, as described in Meng 3A4, came to be regarded as a basic structural principle of Chinese society.",倫,lún,*run,nc,"‘kind, class, category; natural relations’: 男女居室，人之大倫也 (Meng 5A2); 眾異不得相蔽以亂其倫 也 (Xun 21). Note: The 五倫, ‘five relations’, between father and son, ruler and minister, husband and wife, old and young, comrades and friends, respectively, as described in Meng 3A4, came to be regarded as a basic structural principle of Chinese society.",lwin,lwı̄n,relationship; order; category,72491
"土 tǔ, *thâʔ, nc, ‘ground, soil, land’: 民 之有口，猶土之有山川也 (GY 1.3); 何 非君土 (Zuo 10.7).",土,tǔ,*thâʔ,nc,"‘ground, soil, land’: 民 之有口，猶土之有山川也 (GY 1.3); 何 非君土 (Zuo 10.7).",thuX,thú,earth,73403
"酒 jiǔ,*tsiu/tsiuʔ,nc,‘alcohol,ale’:晉侯 飲趙盾酒 (Zuo 7.2); 終日飲酒 (Li 19). Note: In ancient China, 酒 was a kind of ale brewed from millet, wheat, rice, or other cereals, to which diverse ingredients were added. Grape wine and distilled spirits were only introduced much later during the imperial period.",酒,jiǔ,*tsiu/tsiuʔ,nc,"‘alcohol,ale’:晉侯 飲趙盾酒 (Zuo 7.2); 終日飲酒 (Li 19). Note: In ancient China, 酒 was a kind of ale brewed from millet, wheat, rice, or other cereals, to which diverse ingredients were added. Grape wine and distilled spirits were only introduced much later during the imperial period.",tsjuwX,tsȷúw,wine,74034
"肉 ròu,*nuk,nc,‘meat’:子肉也，我肉 也 (Lü 11.4).",肉,ròu,*nuk,nc,‘meat’:子肉也，我肉 也 (Lü 11.4).,nyuwk,n̯uwk,"meat, flesh",74035
"川 chuān,*k-hlun,nc,‘river’:秋水時 至，百川灌河 (Zhuang 17).",川,chuān,*k-hlun,nc,‘river’:秋水時 至，百川灌河 (Zhuang 17).,tsyhwen,ts̯hwēn,"stream, river",74302
"彼 bǐ, *paiʔ, prdem [< 夫], ‘that, those’, a head: 此與彼同類 (Mo 45); referring to people: 彼君之讎也，天或者將棄彼矣 (Zuo 9.27); 知彼知己，百戰不殆 (Sun 3); b mod: 彼國安而天下安 (Xun 20); subordinated by 其: 彼其道遠而險(Zhuang 20); 彼其髪短而心長 (Zuo 10.3). Cf. note at 此[77.2].",彼,bǐ,*paiʔ,prdem [< 夫],"‘that, those’, a head: 此與彼同類 (Mo 45); referring to people: 彼君之讎也，天或者將棄彼矣 (Zuo 9.27); 知彼知己，百戰不殆 (Sun 3); b mod: 彼國安而天下安 (Xun 20); subordinated by 其: 彼其道遠而險 (Zhuang 20); 彼其髪短而心長 (Zuo 10.3). Cf. note at 此 [77.2].",pjeX,pȷé,that,76603
"命 mìng, *mreŋh, nc, 1 ‘order, mandate’: 棄君之命，不信(Zuo 7.2); 敢不唯 命是聽 (Zuo 9.28); ‘fate, life span’: 死生有命，富貴在天 (LY 12.5); 莫之致而至 者，命也 (Meng 5A6); 羣生皆得其命 (Xun 9); 2 vtr, ‘order; appoint; name’, a tr: 馬者，所以命形也，白者，所以命色 也，命色者，非命形也 (GLong 1.2); b tr with C: 大叔命西鄙北鄙貳於己(Zuo 1.1); c pass: 三卿皆命於天子 (Li 5); syn. 令 [9.3], 使[9.6]; cf. 名 [30.3].",命,mìng,*mreŋh,nc,"1 ‘order, mandate’: 棄君之命，不信 (Zuo 7.2); 敢不唯命是聽 (Zuo 9.28); ‘fate, life span’: 死生 有命，富貴在天 (LY 12.5); 莫之致而至 者，命也 (Meng 5A6); 羣生皆得其命 (Xun 9); 2 vtr, ‘order; appoint; name’, a tr: 馬者，所以命形也，白者，所以命色 也，命色者，非命形也 (GLong 1.2); b tr with C: 大叔命西鄙北鄙貳於己 (Zuo 1.1); c pass: 三卿皆命於天子 (Li 5); syn. 令 [9.3], 使[9.6]; cf. 名 [30.3].",mjaengH,mȷàeng,command (n.),77169
"仁 rén, *nin, nc, 1 ‘humaneness, benevolence, kindness, compassion’: 小所以事大，信也，大所以保小，仁也 (Zuo 12.7); 仁之實，事親是也 (Meng 4A27); 仁愛也，故親 (Xun 27); 溫潤而澤，仁 也 (Xun 30); 心兼愛人謂之仁，反仁為 戾 (XS 8.3); 2 vst, ‘be humane, benevolent’, a itr: 雍也仁而不佞 (LY 5.5); 仁者能仁 於人，而不能使人仁 (SJS 18); b caus, ‘treat as humane’: 愛之而弗仁 (Meng 7A45). Note: Within the teachings of Confucius as described in the Lunyu, 仁 is the highest moral virtue. Among the various explanations the master gives for the concept, the most succinct is: 愛人 (LY 12.2).",仁,rén,*nin,nc,"1 ‘humaneness, benevolence, kindness, compassion’: 小所以事大，信也，大所以保小，仁也 (Zuo 12.7); 仁之實，事親是也 (Meng 4A27); 仁愛也，故親 (Xun 27); 溫潤而澤，仁 也 (Xun 30); 心兼愛人謂之仁，反仁為 戾(XS 8.3); 2 vst, ‘be humane, benevolent’, a itr: 雍也仁而不佞 (LY 5.5); 仁者能仁 於人，而不能使人仁 (SJS 18); b caus, ‘treat as humane’: 愛之而弗仁 (Meng 7A45). Note: Within the teachings of Confucius as described in the Lunyu, 仁 is the highest moral virtue. Among the various explanations the master gives for the concept, the most succinct is: 愛人 (LY 12.2).",nyin,n̯ı̄n,kind,77188
"汝/女 ru,̌ *naʔ, prper, ‘you’: a S: 女弗能 救與 (LY 3.6); b O: 堯何以資汝 (Zhuang 18); 余不女忍殺 (Zuo 10.1); c mod: 汝身非 汝有也 (Zhuang 22). Cf. Box 5.",汝/女,ru,̌ *naʔ,prper,‘you’: a S: 女弗能 救與 (LY 3.6); b O: 堯何以資汝(Zhuang 18); 余不女忍殺 (Zuo 10.1); c mod: 汝身非 汝有也 (Zhuang 22). Cf. Box 5.,nyoX,n̯ó,,77297
"金 jīn,*kəm,nc,‘metal’,esp.‘bronze’:以 金賜其母 (HSWZ 9); a monetary unit, 20 兩, i.e. approx. 317 g of coins: 日費千 金，然後十萬之師舉矣 (Sun 2). Note: Whereas gold and silver were very rare, bronze was the metal par excellence in ancient China. It was used especially for sacrificial vessels, bells, and other ritual implements; mirrors and coins, too, were made of bronze, as well as swords, axes, and other weapons. With the spread of iron in late Chunqiu times, however, the latter became the dominant metal for tools and weapons.",金,jīn,*kəm,nc,"‘metal’,esp.‘bronze’:以 金賜其母 (HSWZ 9); a monetary unit, 20 兩, i.e. approx. 317 g of coins: 日費千 金，然後十萬之師舉矣 (Sun 2). Note: Whereas gold and silver were very rare, bronze was the metal par excellence in ancient China. It was used especially for sacrificial vessels, bells, and other ritual implements; mirrors and coins, too, were made of bronze, as well as swords, axes, and other weapons. With the spread of iron in late Chunqiu times, however, the latter became the dominant metal for tools and weapons.",kim,kı̄m,"metal, bronze",79004
"林 lín,*rəm,nc,‘forest’:山林者，鳥獸 之居也 (Xun 14).",林,lín,*rəm,nc,‘forest’:山林者，鳥獸 之居也 (Xun 14).,lim,lı̄m,forest,79047
"堂 táng, *dâŋ, nc, ‘hall’: 天子之堂九 尺，諸侯七尺，大夫五尺，士三尺 (Li 10); 登堂而跪 (SY 3.6). Cf. note at 室[40.6].",堂,táng,*dâŋ,nc,‘hall’: 天子之堂九 尺，諸侯七尺，大夫五尺，士三尺 (Li 10); 登堂而跪 (SY 3.6). Cf. note at 室 [40.6].,dang,dāng,hall,79067
"玉 yù,*ŋok,nc,‘jade,nephrite’:宋人或 得玉 (Zuo 9.15).",玉,yù,*ŋok,nc,"‘jade,nephrite’:宋人或 得玉 (Zuo 9.15).",ngjowk,ngȷowk,jade,79624
"若 ruò, *nak, prper, ‘you’, a S: 吾即沒， 若必師之 (SJ 47); b mod: 若國有妖乎 (Lü 15.1). Cf. Box 5.",若,ruò,*nak,prper,"‘you’, a S: 吾即沒， 若必師之 (SJ 47); b mod: 若國有妖乎 (Lü 15.1). Cf. Box 5.",nyak,n̯ak,you,81559
"若 ruò, *nak, vn, 1 ‘reach; be like, resemble, equal’, a tr: 病未若死 (GY 11.9); b tr with C, ‘when it comes to, as to’: 先王 將若之何 (Guan 15); c cop, with subject C: 十仞之木若箸 (Xun 21); 大巧若拙 (Zhuang 10); 吾勇不子若(Yan 2.24); d within object C: 則鄰國之民仰之若父母 矣(Meng 2A5); cf. 11.2–4; 2 conj, ‘if ’: 君 若以臣為有罪 (Zuo 10.31); cf. 15.4.1; syn. 如[38.3];3prdem,‘such’,mod:君子哉若人 (LY 5.3); 任公子得若魚 (Zhuang 26).",若,ruò,*nak,vn,"1 ‘reach; be like, resemble, equal’, a tr: 病未若死 (GY 11.9); b tr with C, ‘when it comes to, as to’: 先王 將若之何 (Guan 15); c cop, with subject C: 十仞之木若箸(Xun 21); 大巧若拙 (Zhuang 10); 吾勇不子若 (Yan 2.24); d within object C: 則鄰國之民仰之若父母 矣 (Meng 2A5); cf. 11.2–4; 2 conj, ‘if ’: 君 若以臣為有罪 (Zuo 10.31); cf. 15.4.1; syn. 如[38.3];3prdem,‘such’,mod:君子哉若人 (LY 5.3); 任公子得若魚 (Zhuang 26).",nyak,n̯ak,you,81559
"寡 gua,̌ *kwrâʔ, vi, 1 ‘be solitary, few’, a itr: 地澙鹵，人民寡 (SJ 129); 儒者華於言而 寡於實 (YTL 24); b caus: 其所以寡人之道 多 (Mo 20); 約其所守，寡其所求 (HNZ 1); ‘have few’: 多事而寡功 (Xun 6); 2 nc, ‘widow’: 老而無夫曰寡 (Meng 1B5); 恤鰥 寡，問疾病 (Guan 10); cf. 鰥[195.10].",寡,gua,̌ *kwrâʔ,vi,"1 ‘be solitary, few’, a itr: 地澙鹵，人民寡 (SJ 129); 儒者華於言而 寡於實 (YTL 24); b caus: 其所以寡人之道 多(Mo 20); 約其所守，寡其所求 (HNZ 1); ‘have few’: 多事而寡功 (Xun 6); 2 nc, ‘widow’: 老而無夫曰寡 (Meng 1B5); 恤鰥 寡，問疾病 (Guan 10); cf. 鰥 [195.10].",kwaeX,kwáe,,83401
"寡人 guǎrén, *kwrâʔ-nin, nc, ‘my humble self, I’, used by the ruler: 寡人託國 於子 (HFei 34).",寡人,guǎrén,*kwrâʔ-nin,nc,"‘my humble self, I’, used by the ruler: 寡人託國 於子(HFei 34).",kwaeX nyin,kwáe n̯ı̄n,few / (other) person,83401
"弱 ruò, *niauk, vst, ‘be weak; young’, a itr: 果以弱燕并彊齊 (SY 1); b caus: 虛其 心，實其腹，弱其志，強其骨 (Lao 3); 弱天下之民 (XS 1.1)); c comp: 兼人而兵 俞弱 (Xun 15); 兵莫弱是矣 (Xun 15). Syn. 柔 [75.5], 懦 [61.14]; ant. 強[57.8]; cf. note at 幼 [52.2].",弱,ruò,*niauk,vst,"‘be weak; young’, a itr: 果以弱燕并彊齊 (SY 1); b caus: 虛其 心，實其腹，弱其志，強其骨 (Lao 3); 弱天下之民(XS 1.1)); c comp: 兼人而兵 俞弱 (Xun 15); 兵莫弱是矣(Xun 15). Syn. 柔 [75.5], 懦 [61.14]; ant. 強 [57.8]; cf. note at 幼 [52.2].",nyak,n̯ak,weak,85301
"強/彊/强 qiáng, *gaŋ, vst, ‘be strong’, a itr: 輔周則國必強(Sun 3); b caus: 故惟明君知好言之不可以強兵闢 土也 (SJS 3); 虛其心，實其腹，弱其 志，強其骨 (Lao 3); c comp: 晉國，天 下莫強焉 (Meng 1A5); 兼人而兵俞強 (Xun 15); d mod: 果以弱燕并彊齊 (SY 1). Ant. 弱 [57.7], 懦 [61.14], 柔[75.5]; cf. note at 幼 [52.2].",強/彊/强,qiáng,*gaŋ,vst,"‘be strong’, a itr: 輔周則國必強 (Sun 3); b caus: 故惟明君知好言之不可以強兵闢 土也 (SJS 3); 虛其心，實其腹，弱其 志，強其骨 (Lao 3); c comp: 晉國，天 下莫強焉 (Meng 1A5); 兼人而兵俞強 (Xun 15); d mod: 果以弱燕并彊齊 (SY 1). Ant. 弱 [57.7], 懦 [61.14], 柔 [75.5]; cf. note at 幼 [52.2].",gjang,gȷāng,,85344
"齊 qí,*dzî,vtr,‘regulate,order,arrange, make even’, a tr: 道之以政，齊之以刑 (LY 2.3); 必將脩禮以齊朝，正法以齊官，平政以齊民 (Xun 10); b pass: 然後 節奏齊於朝，百事齊於官，眾庶齊於下 (Xun 10); c mod: 上以忠於世主，下以化於齊民 (Zhuang 31).",齊,qí,*dzî,vtr,"‘regulate,order,arrange, make even’, a tr: 道之以政，齊之以刑 (LY 2.3); 必將脩禮以齊朝，正法以齊 官，平政以齊民 (Xun 10); b pass: 然後 節奏齊於朝，百事齊於官，眾庶齊於下 (Xun 10); c mod: 上以忠於世主，下 以化於齊民 (Zhuang 31).",dzej,dzēȷ,"uniform, equal",85370
"齊 Qí, *dzî, np, 1 a polity: 武王...封尚 父於營丘，曰齊 (SJ 4); 齊大於魯 (HFei 39); 2 vi, ‘behave/speak in the way of Qi’, itr: 雖日撻而求其齊也，不可得矣 (Meng 3B6). Note: Qi, a large polity located in present-day Shandong, was given as a fief to the Jiang 姜 clan in the eleventh century bc. Under the rule of Duke Huan (桓公, r. 685–643 bc) it became the dominant power of its age. In the fifth century bc, the Tian 田 family usurped power, ending the reign of the Jiang. One of the last great Zhanguo states, Qi was annexed by Qin in 221 bc.",齊,Qí,*dzî,np,"1 a polity: 武王...封尚 父於營丘，曰齊 (SJ 4); 齊大於魯(HFei 39); 2 vi, ‘behave/speak in the way of Qi’, itr: 雖日撻而求其齊也，不可得矣 (Meng 3B6). Note: Qi, a large polity located in present-day Shandong, was given as a fief to the Jiang 姜 clan in the eleventh century bc. Under the rule of Duke Huan (桓公, r. 685–643 bc) it became the dominant power of its age. In the fifth century bc, the Tian 田 family usurped power, ending the reign of the Jiang. One of the last great Zhanguo states, Qi was annexed by Qin in 221 bc.",dzej,dzēȷ,"uniform, equal",85370
"飛 fēi,*pəi,vi,‘fly’,aitr:魚游于水，鳥 飛於雲(HNan 4); b caus, ‘let fly’: 公輸子 削竹木以為鵲，成而飛之 (Mo 49); c mod: 鳳凰之於飛鳥 . . . 類也 (Meng 2A2).",飛,fēi,*pəi,vi,"‘fly’,aitr:魚游于水，鳥 飛於雲(HNan 4); b caus, ‘let fly’: 公輸子 削竹木以為鵲，成而飛之 (Mo 49); c mod: 鳳凰之於飛鳥 . . . 類也 (Meng 2A2).",pj+j,pȷų̄ȷ,fly (v.),85427
"鳥 niaǒ , *tiûʔ, nc, ‘bird’: 鳥飛於空 (Shen 9.15); 山林者，鳥獸之居也 (Xun 14). Cf. 禽 [114.8], 獸 [94.15].",鳥,niaǒ,*tiûʔ,nc,"‘bird’: 鳥飛於空 (Shen 9.15); 山林者，鳥獸之居也 (Xun 14). Cf. 禽 [114.8], 獸 [94.15].",tewX,téw,,85444
"衣 yī,*ʔəi,nc,‘clothes,garment’:至殺不 辜人也，扡其衣裘(Mo 17). Cf. 服 [74.4].",衣,yī,*ʔəi,nc,"‘clothes,garment’:至殺不 辜人也，扡其衣裘 (Mo 17). Cf. 服 [74.4].",j+j,ȷų̄ȷ,clothes,85484
"衣 yì,*ʔəih,vn,‘dress,wear’,aitr:不耕而 食，不織而衣(Zhuang 29); 衣冠而見之 (ZGC 11.1); b tr: 七十者衣帛食肉(Meng 1A3); 田贊衣補衣而見荊王 (Lü 15.5).",衣,yì,*ʔəih,vn,"‘dress,wear’,aitr:不耕而 食，不織而衣 (Zhuang 29); 衣冠而見之 (ZGC 11.1); b tr: 七十者衣帛食肉 (Meng 1A3); 田贊衣補衣而見荊王 (Lü 15.5).",j+jH,ȷų̀ȷ,wear (v.t.),85484
"衣 yì, *ʔəih, vn, ‘clothe; cover’, a tr: 飢 者食之，寒者衣之(Guan 80); 古之葬 者，厚衣之以薪 (Yi 8); b tr2: 殺囚，衣之王服 (Zuo 10.13).",衣,yì,*ʔəih,vn,"‘clothe; cover’, a tr: 飢 者食之，寒者衣之 (Guan 80); 古之葬 者，厚衣之以薪 (Yi 8); b tr2: 殺囚，衣 之王服 (Zuo 10.13).",j+jH,ȷų̀ȷ,wear (v.t.),85484
"農 nóng, *nûŋ, 1 nc, ‘peasant, farmer’: 所謂四民者，士農工商也 (SY 7); 2 vn, ‘farm, cultivate the land’, itr: 其民惰而不 農 (SJS 3).",農,nóng,*nûŋ,nc,"‘peasant, farmer’: 所謂四民者，士農工商也 (SY 7)",nowng,nōwng,agriculture; to farm,85646
"農 nóng, *nûŋ, 1 nc, ‘peasant, farmer’: 所謂四民者，士農工商也 (SY 7); 2 vn, ‘farm, cultivate the land’, itr: 其民惰而不 農 (SJS 3).",農,nóng,*nûŋ,vn,"‘farm, cultivate the land’, itr: 其民惰而不 農 (SJS 3).",nowng,nōwng,agriculture; to farm,85646
"工 gōng, *kôŋ, nc, 1 ‘artisan, craftsman’: 所謂四民者，士農工商也 (SY 7); 2 vi, ‘be skilled, skilful’, a itr: 羿工乎中微而拙 於使人無己譽，聖人工乎天而拙乎人 (Zhuang 23); 昔者舜工於使人，造父工 於使馬 (HSWZ 2); b pseudo-tr: 工文學 者非所用 (HFei 49).",工,gōng,*kôŋ,nc,"1 ‘artisan, craftsman’: 所謂四民者，士農工商也 (SY 7); 2 vi, ‘be skilled, skilful’, a itr: 羿工乎中微而拙 於使人無己譽，聖人工乎天而拙乎人 (Zhuang 23); 昔者舜工於使人，造父工 於使馬 (HSWZ 2); b pseudo-tr: 工文學 者非所用 (HFei 49).",kuwng,kūwng,officer,85647
"陽 yáng, *laŋ, nc, 1 ‘light, brightness; Yang’, a head: 不與陰陽俱往來 (CQFL 16); b mod: 行冬令，則陽氣不勝 (Li 6); 2 adv: 陽收其身而實疏之 (HFei 12). Cf. note at 陰[170.8].",陽,yáng,*laŋ,nc,"1 ‘light, brightness; Yang’, a head: 不與陰陽俱往來(CQFL 16); b mod: 行冬令，則陽氣不勝 (Li 6); 2 adv: 陽收其身而實疏之 (HFei 12). Cf. note at 陰 [170.8].",yang,yāng,bright,86650
"貴 guì, *kwəs, vst, 1 ‘be expensive; valuable, esteemed; noble, honourable’, a itr: 國之諸市，履賤踴貴 (Zuo 10.3); 秦女 必貴而夫人斥矣 (SJ 70); b caus: 貴酒肉 之價，重其租 (SJS 2); 貴貴，尊賢，其 義一也 (Meng 5B3); c comp: 凡前貴於後 (Li 25); d mod: 貴人則為衣服 (Li 12); 2 nc, ‘valuables; (people of ) honour, esteem, rank’:富與貴是人之所欲也(LY4.5);賤 而不肯事貴 (Xun 3.5). Ant. 卑 [24.6]; 賤 [152.8].",貴,guì,*kwəs,vst,"1 ‘be expensive; valuable, esteemed; noble, honourable’, a itr: 國之諸市，履賤踴貴 (Zuo 10.3); 秦女必貴而夫人斥矣 (SJ 70); b caus: 貴酒肉 之價，重其租(SJS 2); 貴貴，尊賢，其 義一也 (Meng 5B3); c comp: 凡前貴於後 (Li 25); d mod: 貴人則為衣服 (Li 12); 2 nc, ‘valuables; (people of ) honour, esteem, rank’:富與貴是人之所欲也(LY4.5);賤 而不肯事貴 (Xun 3.5). Ant. 卑[24.6]; 賤 [152.8].",kjw+jH,kȷwų̀ȷ,precious; expensive,86658
"食 shí, *m-lək, vn, 1 ‘eat, feed on’, a tr: 夫 馬，陸居則食草飲水 (Zhuang 9); b itr: 子食於有喪者之側 (LY 7.9); 主人疏食 水飲 (Li 22); c pseudo-tr: 食敵一鍾，當 吾二十鍾(Sun 2); 2 nc, ‘food, meal’: 禮與 食孰重 (Meng 6B1).",食,shí,*m-lək,vn,"1 ‘eat, feed on’, a tr: 夫 馬，陸居則食草飲水 (Zhuang 9); b itr: 子食於有喪者之側 (LY 7.9); 主人疏食 水飲 (Li 22); c pseudo-tr: 食敵一鍾，當 吾二十鍾 (Sun 2); 2 nc, ‘food, meal’: 禮與 食孰重 (Meng 6B1).",zyik,z̯ık,eat,86667
